2024-09-03 18:09:16.451237917,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the origin of the name 'Parkville' in Victoria?

A. It was named after Royal Park
B. It was named after the Parkville family who settled in the area
C. It was named after a popular park in Melbourne
D. It was named after a famous Australian park ranger
Answer: ",A,C,6.001121997833252,"Parkville,_Victoria, University_of_Melbourne"
2024-09-04 01:12:44.565644026,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
When was Jacques-Gabriel Prod'homme the president of the Société française de musicologie?

A. 1956
B. 1944
C. 1964
D. 1924
Answer: ",B,C,5.629972219467163,"Jacques-Gabriel_Prod%27homme, Conservatoire_de_Paris"
2024-09-05 06:56:22.714188544,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the format of the audiobook novella 'Drunken Fireworks' by Stephen King?

A. A historical drama about the American Revolution
B. A collection of short stories
C. A science fiction epic set in space
D. A humorous story in the form of a police statement
Answer: ",D,D,5.317739963531494,"Drunken_Fireworks, Castle_Rock_(Stephen_King)"
2024-09-04 10:27:24.077007532,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is a primary focus of the Association of Equipment Manufacturers' (AEM) political advocacy?

A. Environmental regulations and climate change
B. Public health and education policy
C. National security and defense spending
D. Infrastructure improvements and workforce issues
Answer: ",D,D,6.18814492225647,"Association_of_Equipment_Manufacturers, ASEAN"
2024-09-04 16:49:16.722639872,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Who named Byng Inlet?

A. John Byng
B. Captain Henry Wolsey Bayfield
C. Admiral William Fitzwilliam Owen
D. An unnamed British Naval officer
Answer: ",B,A,5.179065942764282,"Byng_Inlet_(Ontario), John_Hamilton_(gangster)"
2024-09-06 08:14:37.248400211,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is James Allen Collins' profession besides being a politician?

A. Teacher
B. Lawyer
C. Doctor
D. Funeral director
Answer: ",D,D,5.0650880336761475,"Susan_Collins, Michael_Collins_(astronaut)"
2024-09-03 15:15:37.602315426,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where is the Bornova station located in relation to the Bornova center?

A. 1.05 km southwest of Bornova's center
B. Adjacent to the former Bornova railway station
C. In the heart of Bornova center
D. Near the University of İzmir
Answer: ",A,B,5.06208348274231,"Bornova_(%C4%B0zmir_Metro), Bornova"
2024-09-05 12:01:28.014510870,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where was 'The Shooting of Dan McGrew' first published?

A. Australia
B. The United States
C. Canada
D. The United Kingdom
Answer: ",C,C,4.850208044052124,"The_Shooting_of_Dan_McGrew, The_Shooting_of_Dan_McGrew_(1915_film)"
2024-09-05 18:11:57.035889149,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
In what year did Harold Stanley co-found Morgan Stanley?

A. 1920
B. 1935
C. 1960
D. 1950
Answer: ",B,B,5.012380599975586,"Morgan_Stanley, Harold_Stanley"
2024-09-05 09:50:30.570303440,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Which team did Maximiliano Filizzola sign for ahead of the 2021 Súper Liga Americana de Rugby season?

A. Italian Rugby Club
B. Piacenza Lyons
C. Argentina Sevens
D. Selknam
Answer: ",D,B,3.83184552192688,
2024-09-02 13:53:42.015391350,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did Sean Higgins start his football career?

A. Rangers FC
B. Ross County
C. Victoria Park
D. Hamilton Academical
Answer: ",D,D,4.29355263710022,"Sean_Higgins_(footballer), Shaun_Higgins"
2024-09-03 04:46:00.403348224,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Where did the film 'Oru Rathri Oru Pakal' have its Indian premiere?

A. Kazhcha-Niv Independent Film Festival (KNIFF)
B. Chennai International Film Festival
C. Mumbai Film Festival
D. Kerala Film Festival
Answer: ",A,A,3.6847784519195557,"Oru_Rathri_Oru_Pakal, Prathap_Joseph"
2024-09-04 12:46:25.052795172,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is a notable achievement of Russian high jumper Natalya Mamlina?

A. She holds the current world record in high jump
B. She won a gold medal at the Olympic Games
C. She won a silver medal at the European Championships
D. She won an individual gold medal at the Youth World Championships
Answer: ",D,D,4.601713418960571,"Natalya_Mamlina, 1966_in_film"
2024-09-03 04:49:14.075834368,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the population of Miangaran-e Olya village according to the 2006 census?

A. 788
B. 688
C. 588
D. 488
Answer: ",C,D,3.6922006607055664,"Miangaran-e_Olya, Miangaran,_Khuzestan"
2024-09-04 21:48:03.075129032,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Who painted the large mural of a girl on a bicycle on a gable facing Ravnsborggade on Nørrebrogade?

A. A well-known street artist
B. Seppo Matinens
C. An anonymous artist
D. A local Danish artist
Answer: ",B,C,4.207967519760132,N%C3%B8rrebrogade
2024-09-04 12:21:01.365555712,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was Ronald J. Shurer's occupation after being honorably discharged in 2009?

A. Special agent in the United States Secret Service
B. Police officer in Phoenix
C. Special agent in the FBI
D. Security consultant in Washington, D.C.
Answer: ",A,A,4.327677488327026,Ronald_J._Shurer
2024-09-04 04:34:07.448683977,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the primary material used for the facades and minarets of Al-Hakim Mosque?

A. Polychrome marble
B. Stone
C. Brick
D. Wood
Answer: ",B,B,4.775276184082031,"Al-Hakim_Mosque, Fatimid_architecture"
2024-09-02 22:20:31.200684786,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Who was the first wife of Sir Thomas Palmer, 4th Baronet, of Wingham?

A. Robert Marsham
B. Elizabeth Marsham
C. Lady Romney
D. Elizabeth Palmer
Answer: ",B,B,4.101335287094116,"Sir_Thomas_Palmer,_4th_Baronet,_of_Wingham, Sir_Thomas_Palmer,_4th_Baronet,_of_Carlton"
2024-09-05 20:10:00.716023445,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the name of the boutique label founded by Stefan Rusconi and his bandmates in 2012?

A. Bee Jazz Records
B. Sony Music Entertainment
C. Rusconi Records
D. Qilin Records
Answer: ",D,D,4.079438924789429,"Stefan_Rusconi, Rusconi_(surname)"
2024-09-05 11:55:32.822103739,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What type of athlete is Ludvig Hedström?

A. Ice hockey player
B. Basketball player
C. Tennis player
D. Soccer player
Answer: ",A,A,4.7676122188568115,"List_of_Swedish_Americans, Wisconsin_Badgers_Crew"
2024-09-04 16:18:09.909822464,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the reason for the 'R' rating given to the movie Sixpack Annie, according to Lindsay Bloom?

A. Lindsay Bloom's character's beer consumption
B. The use of salty language and a nude scene
C. The film's depiction of truck driving
D. The movie's setting in a town named Titwillow
Answer: ",B,A,4.692657232284546,"Sixpack_Annie, Lindsay_Bloom"
2024-09-06 11:50:10.481215715,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
In which district is Yudaishan Station located?

A. Jiangbei District
B. Yubei District
C. Shapingba District
D. Jiangjin District
Answer: ",A,A,3.752758741378784,"Yudaishan_station, Nanqiaosi_station"
2024-09-06 00:23:23.518548488,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the material of the sculpture 'Leif, the Discoverer'?

A. Marble
B. Red sandstone
C. Bronze
D. Granite
Answer: ",C,C,4.830595016479492,"Statue_of_Leif_Erikson_(Chicago), Leif_Erikson"
2024-09-05 00:57:10.453648329,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
Which of the following counties is entirely included in North Carolina's 51st House district?

A. Chatham County
B. Lee County
C. Moore County
D. Harnett County
Answer: ",B,D,4.41187596321106,"North_Carolina%27s_2nd_congressional_district, South_Carolina%27s_4th_congressional_district"
2024-09-03 08:19:35.663314688,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What is the primary goal of thematic investing?

A. To invest in companies with a strong track record of dividend payments
B. To invest in individual stocks with high growth potential
C. To identify and capitalize on macro-level trends that will shape the global economy
D. To diversify a portfolio by investing in different asset classes
Answer: ",C,C,5.193481683731079,"Thematic_investing, Millennium_Development_Goals"
2024-09-04 12:54:57.967683840,multi_choice,"[Example 1]
What is the capital of Texas?
A. Paris
B. London
C. Austin
D. Houston
Answer: C

[Input Question]
What was the critical reception of the film Huge, according to the reviews mentioned?

A. Extremely negative, with all reviewers panning the film's humor and direction
B. Mixed, with some reviewers praising the filmmaker's debut and others criticizing the film's humor
C. Overwhelmingly positive, with all reviewers praising the film's originality and execution
D. Generally positive, with praise for its humor and direction
Answer: ",B,C,5.280123472213745,"The_Big_Lebowski, The_Big_Short_(film)"
