date,task,challenge,reference,result_model,Time_elapsed,Titles,DATE_SCORE
2024-09-06 03:43:08.798979521,date_qa,"

What is the birthdate of Lawrence Kip?","

September 17, 1836","September 17, 1836 – November 17, 1899)[1] was an American soldier, author, and sportsman who was prominent in New York society during the Gilded Age.


Early life
Kip was born on September 17, 1836",1.482020378112793,"Lawrence_Kip, Kip_Fulbeck",0.7580645156045785
2024-09-02 19:42:04.687686682,date_qa,"

Here is a question about Charles Leach with the answer <date>:

In what year was Charles Leach sent to Sheffield as a 'preacher on trial', with responsibility for Attercliffe chapel, and also attended Ranmoor Theological College?","

1873", 1873,1.0363545417785645,Charles_Leach,0.9999999984999999
2024-09-02 13:15:01.762624502,date_qa,"

Here is a question that fits the context:

When was the Human Development and Capabilities Association launched with conferences in the UK at Cambridge and in Italy at Pavia?

(This question should elicit the answer <date>)","

2004", In 1521,2.732565402984619,"Henry_VIII, s:The_Nuttall_Encyclop%C3%A6dia/P",0.0
2024-09-02 05:07:56.862957716,date_qa,"

Here is a question that would have the answer as a date:

In what year did English publishers begin producing various charts and pilot books for North American waters?","

1671", 1671,1.0058820247650146,"One_Piece, United_States_Coast_Pilot",0.9999999984999999
2024-08-30 17:29:18.049643520,date_qa,"

Here is a question that would have <date> as the answer:

In what year was Today Is Vintage founded by Swedish artist Rebstar to serve as a platform for creative minds with international potential?","

2012", 2012,0.5293018817901611,Today_Is_Vintage,0.9999999984999999
2024-09-01 20:25:22.996026368,date_qa,"

Here's a question about Fair Charlotte that would have the answer <date>:

On what date was the poem ""A Corpse Going To A Ball"", which the ballad of ""Fair Charlotte"" is based on, first published in The Rover, a Maine newspaper?","

December 28, 1843"," December 28, 1843",1.5686895847320557,"Fair_Charlotte, List_of_American_novelists",0.9999999984999999
2024-09-06 09:00:41.063757419,date_qa,"

What year was the Serra da Saudade Mountains designated as a protected area in Brazil?","

2005"," World Heritage List in 2019 under the title ""Paraty and Ilha Grande"".[5]


Geography
The town is located on the Bay of Ilha Grande, which is dotted with many tropical islands. Rising as high as 1,300 meters behind the town are tropical forests, mountains, and waterfalls. It is the southernmost and westernmost city in Rio de Janeiro state.


Municipal symbols
The flag of Paraty was adopted on August 12, 1967. The overall colors of the flag represent the following traits: gold signifies strength, silver represents innocence, red is bravery, blue serenity, and green is the color of abundance.


History
The village of Paraty was founded in 1597.[8]  It was established formally as a town by Portuguese colonists in 1667",0.8341882228851318,"Petr%C3%B3polis, Paraty",0.0
2024-09-04 22:23:47.553454161,date_qa,"

Here is a question about Annika Söder with the answer <date>:

What is the birthdate of Annika Söder, the daughter of Swedish politician Gunnar Söder and former Minister for Foreign Affairs Karin Söder?","

22 June 1955", 22 June 1955,0.7921595573425293,"Annika_S%C3%B6der, Almedalen_Week",0.9999999984999999
2024-08-30 06:12:21.880024832,date_qa,"

Here is a question that would have <date> as the answer:

What year did Mohamed Sakho represent Étoile du Sahel at the World Club Championship in Japan, capping off a season in which the team won both the CAF Champions League and the Tunisian league title?","

2007", 2018,1.0668723583221436,2018_FIFA_World_Cup_squads,0.0
2024-08-31 00:06:59.308612864,date_qa,"

When was Stephen K. Sanderson, the American sociologist, born?","

November 15, 1945"," November 15, 1945",0.817375659942627,"Stephen_K._Sanderson, Immanuel_Wallerstein",0.9999999984999999
